id,name,description,original_price,price,brand,review_count,rating_average,favourite_count,pay_later,current_seller,date_created,number_of_images,vnd_cashback,has_video,category,quantity_sold,price_nghin,original_price_nghin,discount_pct,price_normalized,quantity_sold_normalized,review_count_normalized,price_binned,fulfillment_dropship,fulfillment_nan,fulfillment_seller_delivery,fulfillment_tiki_delivery
98297666,(SIÊU RẺ ĐẸP)GIÀY THỂ THAO NAM Sneakes hd1,"Giày đẹp, nhẹ, bền. Có thể làm giày cặp, giày nhóm. Thích hợp đi chơi, chạy bộ, gym, đi học, đi là    Có thể kết hợp Đồ, jeans, sooc, Ngố vv…. Đều phù hợp    Màu:    Kiểu dáng : giày th...",79000,79000,OEM,16,3.7,0,False,Shop Giày Song Ngọc,847,4,0,False,Root,41,79.0,79.0,0.0,0.0053741496598639455,0.007552035365629029,0.016511867905056758,Low,1,0,0,0
98610856,Giày thể thao nam giá rẻ đế êm đi thoáng khí,Thông tin sản phẩm :    Màu:đen    Kiểu dáng : Thể Thao    Loại đế : Cao    Size: 39 40 41 42 43    Chat với shop để được tư vấn nếu cần nhé.   Hướng dẫn Chọn Size giày: -   Để chọn ...,79000,79000,OEM,4,3.5,0,False,Shop Giày Song Ngọc,847,5,2115,False,Root,18,79.0,79.0,0.0,0.0053741496598639455,0.0033155277214956713,0.0041279669762641896,Low,1,0,0,0
248884527,"Giày nam nhựa thời trang cao cấp hàng Việt Nam chất lượng cao, giày siêu nhẹ","Giày nam nhựa thời trang cao cấp hàng Việt Nam chất lượng cao gia siêu rẻ siêu bền thích hợp với mọi lứa tuổi không thấm nước chống trượt chắc chắn dép mềm dễ vệ sinh an toàn cho đôi chân, kết hợp với...",60000,60000,OEM,0,0.0,0,False,Dép Phụng,169,1,0,False,Giày thể thao nam cổ thấp,1,60.0,60.0,0.0,0.004081632653061225,0.0001841959845275373,0.0,Low,1,0,0,0
242703847,( Ảnh Thật )Giày vải đinh đá bóng Giày thể thao,Chào Anh/Chị   Mẫu ảnh bên shop chụp ảnh thật nên các Anh/Chị yên tâm 100% như hình nhé.   Hãy INBOX ( Nhắn tin) cho shop để lấy size CHUẨN nha .   Shop cam kết hàng chuẩn xịn giá hợp lý...,80000,80000,OEM,0,0.0,0,False,ShopDUMPS,190,8,0,False,Root,0,80.0,80.0,0.0,0.005442176870748299,0.0,0.0,Low,1,0,0,0
76196742,"Giày Sneaker Nam, Vải Mềm Ôm Chân Họa Tiết Cực Ngầu, Đế Cao Su Đi Siêu Êm G174","I. THÔNG TIN SẢN PHẨMChất liệu bề mặt: Da PUChất liệu đế: Cao su nguyên chấtKiểu dáng: Thể thao, dây buộc, Sneaker namMàu sắc: Đen , TrắngSize: 39, 40, 41, 42, 43Form giày ôm chân, thiết kế trẻ ...",90000,59000,OEM,17,4.5,0,False,Plaza Luxury,965,1,0,True,Giày thể thao nam cổ thấp,50,59.0,90.0,34.44444444444444,0.004013605442176871,0.009209799226376865,0.017543859649122806,Low,1,0,0,0
122711981,"Giày Thể Thao Nam Sneaker, Hot Trend, Đế Đen, Đi Rất Bền Mẫu G186","THÔNG TIN SẢN PHẨMChất liệu bề mặt: Vải sợi dệt thoáng khí cao cấpChất liệu đế: Cao su nguyên chấtKiểu dáng: Thể thao, dây buộc, Sneaker namMàu sắc: Đen – ĐỏSize: 39, 40, 41, 42, 43 ...",90000,49000,OEM,1,5.0,0,False,Plaza Luxury,728,7,0,False,Giày thể thao nam cổ thấp,9,49.0,90.0,45.55555555555556,0.0033333333333333335,0.0016577638607478357,0.0010319917440660474,Low,1,0,0,0
73477503,Giày sneaker thể thao nam buộc dây siêu nhẹ V262,Giày sneaker thể thao nam buộc dây siêu nhẹ V262Size 39 phù hợp chiều dài Giày dép là 24.5 cmSize 40 phù hợp chiều dài Giày dép là 25.0 cmSize 41 phù hợp chiều dài Giày dép là 25.5 cmSize 42 phù hợp c...,69000,69000,OEM,6,4.0,0,False,Jay_shop,1015,9,0,False,Giày thể thao nam cổ thấp,12,69.0,69.0,0.0,0.004693877551020408,0.0022103518143304474,0.006191950464396285,Low,1,0,0,0
122711891,"Giày Thể Thao Nam Sneaker Mẫu Mới Về, Vải Thoáng Khí, Đế Chắc Chắn , Bắt Mắt, Đi Học, Đi Chơi G187","THÔNG TIN SẢN PHẨMChất liệu bề mặt: Vải sợi dệt thoáng khí cao cấpChất liệu đế: Cao su nguyên chấtKiểu dáng: Thể thao, dây buộc, Sneaker namMàu sắc: Đen – ghiSize: 39, 40, 41, 42, 43 ...",90000,59000,OEM,3,5.0,0,False,Plaza Luxury,728,7,0,False,Giày thể thao nam cổ thấp,15,59.0,90.0,34.44444444444444,0.004013605442176871,0.0027629397679130594,0.0030959752321981426,Low,1,0,0,0
109878998,Giày Thể Thao Nam Sneaker Tập Gym Thể Dục Dã Ngoại Đi Làm Đi Học Êm Chân Mềm Giá Rẻ Thoáng Chân G184,"THÔNG TIN SẢN PHẨMChất liệu bề mặt: Vải sợi dệt thoáng khí cao cấpChất liệu đế: Cao su nguyên chấtMàu sắc: Đen – Vàng️ Form giày ôm chân, thiết kế trẻ trung, hiện đại️ Kiểu dáng cơ bản, năng động...",82000,82000,OEM,1,1.0,0,False,SONGNGỌC241,801,8,2195,False,Giày thể thao nam cổ thấp,11,82.0,82.0,0.0,0.005578231292517007,0.0020261558298029104,0.0010319917440660474,Low,1,0,0,0
196521397,"Giày Thể Thao Nam Sneaker Vải Lưới Thoáng Khí Mát Chân Không Mùi, Đế Cao Su Non G190","Thông tin sản phẩm :   Chất liệu bề mặt: Vải   Chất liệu đế: Cao Su   Kiểu dáng: Thể thao, dây buộc, Sneaker nam   Màu sắc: Trắng, Đen   Size: 39, 40, 41, 42, 43   Giày dễ phối đồ thích hợp c...",100000,59000,OEM,0,0.0,0,False,Giày thủ đô,376,6,0,False,Giày thể thao nam cổ thấp,0,59.0,100.0,41.0,0.004013605442176871,0.0,0.0,Low,1,0,0,0
104615903,Giày Thể Thao Nam Spiso S591 Đen Xanh,Shop Spi kính chào quý khách!   THÔNG TIN SẢN PHẨM :   ️ Mã Giày:591   ️ Màu:Đen   ️ Kiểu dáng :Thể Thao/Sneakers   ️ Kích thước ( Size ) : 39-40 - 41 - 42 - 43 - 44.   ️ Chất liệu.Sợ...,69000,69000,OEM,1,4.0,0,False,SkyNight9999,824,9,0,False,Root,5,69.0,69.0,0.0,0.004693877551020408,0.0009209799226376865,0.0010319917440660474,Low,1,0,0,0
58451856,Xịt bọt làm sạch giày Sneaker,"Để bảo quản giày cho tốt, nhà bán giày nào cũng khuyên các bạn nên hạn chế giặt giày - hạn chế cho giày tiếp xúc với nước. Chính vì thế, để bảo quản giày thật tốt, kéo dài tuổi thọ, tiết kiệm túi tiề...",59000,59000,Hando,14,4.6,0,False,Handomart,1140,1,0,False,Thời Trang,61,59.0,59.0,0.0,0.004013605442176871,0.011235955056179775,0.014447884416924664,Low,1,0,0,0
98296700,GIÀY THỂ THAO Sneakers MẪU ĐẸP PHONG CÁCH 2021,"Giày đẹp, nhẹ, bền. Có thể làm giày cặp, giày nhóm. Thích hợp đi chơi, chạy bộ, gym, đi học, đi là    Có thể kết hợp Đồ, jeans, sooc, Ngố vv…. Đều phù hợp    Màu:    Kiểu dáng : giày th...",61000,61000,OEM,2,4.5,0,False,Shop Giày Song Ngọc,847,5,1633,False,Root,8,61.0,61.0,0.0,0.004149659863945578,0.0014735678762202984,0.0020639834881320948,Low,1,0,0,0
8858675,Miếng lót giày thể thao Eva Pu V.1,- Bước chân nhẹ nhàng thoải mái là minh chứng cho cơ thể khỏe mạnh. Nhưng nếu chân bạn không thoải mái thì cho dù bạn có khỏe mạnh cũng không thể đi lại một cách nhẹ nhàng. - Đặc biệt là đối với nhữn...,54000,54000,OEM,0,0.0,0,False,HƯNG THỊNH SHOP,1720,7,0,False,Thời Trang,0,54.0,54.0,0.0,0.003673469387755102,0.0,0.0,Low,1,0,0,0
